Ticker,Strategy,1d,10d,20d,60d,ytd,1y,Sharpe_10d,Sharpe_20d,Sharpe_60d,Sharpe_ytd,Sharpe_1y
IWM,Stock,-0.009591521899523836,0.04853541629682234,0.04541753690396111,0.17274243507267184,0.18917612949987928,0.4228860515538435,5.173856951552471,2.4315927810270486,3.1519004340317474,1.8963804053991469,1.8827640616484866
EFA,Selling Daily ATM Straddle,-0.010836204619563694,-0.02534771353659504,-0.026013196608644762,-0.00975627617668251,-0.05256251665233891,0.10230990557319752,-4.157655610660944,-2.627942416435323,-0.26271191869166516,-0.7932270696014577,0.7243012709089276
EFA,Selling Daily ATM Call,0.004767667806472309,-0.013316071689559839,-0.003929202587531377,-0.03188587202158999,-0.04889276400872311,-0.031330605573207104,-2.8280532329739003,-0.4780172087071393,-1.2940205743602011,-1.0913696423619792,-0.28812271984110777
EFA,Selling Daily ATM Put,-0.015603872426035892,-0.012409433163778627,-0.022553529742178502,0.021237407329460556,-0.006108243443656569,0.13736479086339082,-2.0271704597276243,-2.1655403675680818,0.7053834414286984,-0.0268907544099864,1.130043966486425
EFA,Selling Daily Strangle,-0.005116784281426701,-5.686066028509629e-05,-0.0009265585520982222,0.01381099500369376,-0.02114553548234921,-0.0056412537773503635,0.013585621672128918,-0.0020343705020516175,0.6293965800000023,-0.3872153752926654,-0.03211735186815241
EFA,Selling Daily 25d Call,0.0022340294353202506,-0.005123680104866968,-0.002340039004172234,-0.011315212317421386,-0.025769867566833415,-0.02078920765077419,-2.044270166884221,-0.47259089588227343,-0.8507165864602887,-0.832784750653657,-0.38143541449191193
EFA,Selling Daily 25d Put,-0.007350813716747062,0.005056956909153643,0.001569791357307837,0.025172697969425784,0.004596380792100785,0.014911055035810916,2.2268749355734596,0.21540929554575183,1.1549498589614793,0.15802358922901386,0.25096215182974557
EFA,"Sell 25d Put, Buy 25d Call",-0.009584843152067424,0.010054329864658929,0.003807991248034437,0.03594424873005009,0.028992513365871275,0.03313617521924672,2.6901821054172963,0.4401595381999223,1.3192790807361727,0.6111384209453451,0.40098168488790614
EFA,Stock,-0.0202715624402372,0.0019557989438689916,-0.016604280641135838,0.06000413821642914,0.0558532563891172,0.208397216652908,0.3210435889977313,-1.0190481619920766,1.2840602655489213,0.7002125453308254,1.288903758173351
VGK,Selling Daily ATM Straddle,-0.006470707746254689,-0.019225553324090927,-0.005087537108255713,-0.010909895477804188,-0.025388066048691926,0.14452882196700823,-4.235792713957498,-0.5323332294287362,-0.2272381803058791,-0.25497001585136886,0.7722137107401573
